customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type
91,23,High,Mass,Neurosurgeon,Mombasa,Medium,147647,Electronics,App,11669,Gadget
92,71,Medium,Mass,Art gallery manager,Machakos,High,129017,Electronics,Internet Banking,14756,Gadget
93,59,High,SME,Engineering geologist,Mombasa,Medium,192225,Bills,Branch,10674,Medical
94,21,Medium,Affluent,"Administrator, arts",Nairobi,Low,271606,Travel,Branch,8180,Travel
95,71,High,Mass,Financial trader,Mombasa,Medium,111656,Electronics,App,2596,Gadget
96,46,Low,Mass,Horticultural therapist,Nyeri,High,121,Groceries,App,6910,Motor
97,35,Medium,Affluent,Learning mentor,Nakuru,High,27702,School Fees,Internet Banking,2096,Education
98,43,Medium,SME,Sub,Eldoret,Low,282342,Groceries,Branch,12133,Gadget
99,61,Low,Affluent,Amenity horticulturist,Mombasa,Low,215580,Bills,USSD,2446,Medical
100,51,Low,Affluent,"Teacher, secondary school",Nakuru,Medium,230705,Bills,USSD,8914,Medical
101,27,Medium,Mass,Sports development officer,Naivasha,Medium,108152,School Fees,Internet Banking,14201,Education
102,79,High,Mass,Dance movement psychotherapist,Eldoret,Medium,13258,Bills,Branch,5676,Medical
103,53,Medium,SME,Paramedic,Machakos,High,228444,Electronics,USSD,7314,Gadget
104,31,High,Mass,Market researcher,Nyeri,Medium,145276,Travel,Internet Banking,4049,Travel
105,48,Low,Affluent,Chemical engineer,Meru,Medium,147374,Electronics,Branch,10737,Gadget
106,65,High,Affluent,Chief Marketing Officer,Nairobi,Low,241934,School Fees,Internet Banking,5360,Education
107,32,Medium,SME,Barista,Nairobi,High,71317,Travel,App,690,Travel
108,25,Low,Mass,Web designer,Kisumu,High,117670,Travel,Internet Banking,2245,Travel
109,31,Low,Mass,Paediatric nurse,Machakos,Low,74625,Groceries,Branch,9587,Motor
110,40,Medium,SME,Fish farm manager,Nairobi,High,24938,School Fees,Internet Banking,4707,Education
111,77,Medium,SME,Cytogeneticist,Nyeri,Low,217777,Bills,App,4799,Medical
112,74,Low,Mass,Race relations officer,Mombasa,Low,254920,School Fees,Branch,2865,Education
113,79,High,SME,"Research officer, trade union",Nairobi,Low,182166,School Fees,Internet Banking,14314,Education
114,57,High,Affluent,Medical laboratory scientific officer,Nairobi,Medium,165555,Groceries,App,3705,Medical
115,38,High,SME,"Engineer, water",Meru,Medium,87084,School Fees,USSD,8294,Education
116,33,Medium,Affluent,Trade mark attorney,Nyeri,High,248217,Electronics,App,6710,Gadget
117,62,Low,Affluent,Associate Professor,Nairobi,Low,32531,Electronics,Internet Banking,12864,Gadget
118,35,High,Affluent,"Scientist, physiological",Nakuru,Medium,271810,School Fees,Branch,13421,Education
119,64,Low,Mass,Artist,Naivasha,High,262908,Groceries,App,4593,Medical
120,70,High,Affluent,"Research officer, government",Eldoret,High,235906,School Fees,USSD,1109,Education
121,41,Low,SME,Event organiser,Nyeri,Low,191001,School Fees,App,12224,Education
122,43,Medium,Affluent,Cabin crew,Eldoret,Low,111951,Electronics,Internet Banking,1659,Gadget
123,42,Medium,Mass,Petroleum engineer,Naivasha,High,69563,Groceries,App,8609,Motor
124,77,Medium,Mass,Financial trader,Thika,High,138231,Travel,Branch,9314,Travel
125,77,High,Mass,Statistician,Thika,High,69625,Travel,Branch,7080,Travel
126,77,Medium,Mass,"Engineer, aeronautical",Machakos,Medium,46526,Groceries,Branch,2704,Medical
127,62,Medium,SME,Licensed conveyancer,Nyeri,Medium,247770,Groceries,USSD,9932,Medical
128,58,Medium,Mass,Toxicologist,Meru,High,86486,Travel,Branch,1023,Travel
129,46,Low,SME,Air broker,Mombasa,High,192223,School Fees,Branch,9608,Education
130,32,Low,Mass,Lobbyist,Nyeri,High,73119,Electronics,Internet Banking,8764,Gadget
131,62,Low,Mass,Rural practice surveyor,Nakuru,Medium,41440,Electronics,Internet Banking,2607,Gadget
132,18,Low,SME,Film/video editor,Nyeri,Low,119169,Travel,Internet Banking,14148,Travel
133,42,Low,Affluent,Trade union research officer,Meru,Low,19399,Bills,App,1617,Motor
134,24,Low,SME,Tax inspector,Nyeri,High,15174,Bills,USSD,5200,Motor
135,26,Low,Affluent,Fish farm manager,Nairobi,Medium,251580,School Fees,App,9220,Education
136,41,Medium,SME,Artist,Nyeri,Medium,174438,Travel,Internet Banking,7665,Travel
137,18,Medium,Affluent,Amenity horticulturist,Machakos,High,22391,Travel,Branch,1083,Travel
138,61,High,Mass,Travel agency manager,Nairobi,High,14204,Bills,Branch,9980,Medical
139,25,Medium,Affluent,"Accountant, chartered",Nakuru,High,67976,School Fees,Branch,11501,Education
140,41,Low,Affluent,Museum/gallery conservator,Meru,Medium,101246,Bills,App,9556,Education
141,28,Low,Mass,Sales executive,Nakuru,Low,79868,Bills,USSD,5870,Life
142,68,High,Mass,Manufacturing systems engineer,Eldoret,Medium,62595,Bills,App,5689,Medical
143,34,Medium,Affluent,Games developer,Meru,Medium,151204,Electronics,Internet Banking,10857,Gadget
144,25,Medium,Affluent,Associate Professor,Machakos,Medium,243324,Travel,App,13045,Travel
145,52,High,SME,Civil Service fast streamer,Nairobi,Low,155381,School Fees,Branch,12637,Education
146,52,Low,Mass,Acupuncturist,Kisumu,Low,199115,School Fees,Branch,7693,Education
147,50,Low,Mass,Naval architect,Nakuru,Low,185648,Travel,App,9112,Travel
148,76,Low,Mass,"Chemist, analytical",Kisumu,High,165605,Electronics,USSD,1834,Gadget
149,22,Low,SME,Press sub,Meru,Low,127869,Travel,Internet Banking,1033,Travel
150,59,High,SME,Product designer,Thika,High,288671,School Fees,Internet Banking,2299,Education
151,56,Medium,Affluent,Probation officer,Kisumu,High,173208,School Fees,App,14286,Education
152,75,Low,SME,"Surveyor, mining",Machakos,Low,85142,Electronics,Branch,8147,Gadget
153,58,Medium,SME,"Teacher, English as a foreign language",Meru,High,107173,Travel,USSD,4667,Travel
154,45,Medium,SME,Geophysicist/field seismologist,Nyeri,Medium,112469,Electronics,Internet Banking,14415,Gadget
155,24,Low,Mass,Commercial horticulturist,Nakuru,High,200094,Bills,Internet Banking,8930,Motor
156,26,Low,Affluent,Technical author,Eldoret,Medium,183571,Travel,App,2215,Travel
157,25,Low,SME,Ophthalmologist,Kisumu,High,5760,Groceries,Internet Banking,2104,Motor
158,29,Medium,SME,Armed forces logistics/support/administrative officer,Eldoret,High,161651,Electronics,Branch,4181,Gadget
159,51,High,SME,Probation officer,Mombasa,Low,94201,Groceries,Branch,14894,Life
160,50,Low,Mass,Lawyer,Mombasa,Medium,253296,Electronics,Branch,14747,Gadget
161,65,Medium,Affluent,Armed forces logistics/support/administrative officer,Eldoret,Medium,51780,School Fees,Branch,4813,Education
162,72,Medium,Affluent,Minerals surveyor,Naivasha,Low,213092,Groceries,App,13584,Medical
163,40,Low,SME,Corporate investment banker,Nairobi,Medium,212760,School Fees,App,7846,Education
164,79,High,Affluent,Forensic psychologist,Kisumu,Medium,47098,School Fees,Internet Banking,3596,Education
165,41,Low,Mass,Ophthalmologist,Nairobi,Medium,83748,School Fees,App,3883,Education
166,54,Low,SME,Ophthalmologist,Machakos,Medium,169988,School Fees,Internet Banking,14935,Education
167,52,High,Affluent,"Nurse, mental health",Mombasa,Low,93839,Travel,USSD,10594,Travel
168,61,Low,SME,Special educational needs teacher,Thika,Low,32507,Travel,USSD,759,Travel
169,57,Low,Mass,Local government officer,Thika,High,193347,Bills,USSD,1855,Medical
170,39,High,SME,Arts administrator,Meru,Low,232532,School Fees,Branch,13253,Education
171,44,Medium,Mass,Charity officer,Thika,High,62646,Bills,USSD,11410,Motor
172,52,Medium,SME,Soil scientist,Nyeri,Medium,171255,Bills,USSD,5092,Travel
173,18,Medium,SME,"Nurse, adult",Thika,Low,12825,Groceries,Branch,7684,Medical
174,52,Medium,Affluent,Museum/gallery exhibitions officer,Nairobi,High,164386,Electronics,USSD,11717,Gadget
175,54,Medium,Affluent,"Engineer, materials",Naivasha,High,116608,School Fees,USSD,9073,Education
176,64,Low,Mass,"Conservator, furniture",Thika,Medium,222341,Travel,Branch,6325,Travel
177,31,High,Mass,Acupuncturist,Machakos,High,153986,Groceries,USSD,9630,Life
178,20,Medium,Mass,Occupational psychologist,Nairobi,Medium,10675,Travel,Branch,2663,Travel
179,18,High,Affluent,Multimedia specialist,Machakos,Low,273329,Bills,Internet Banking,9215,Life
180,22,Medium,SME,Pensions consultant,Machakos,Medium,120854,Electronics,App,7300,Gadget
181,43,Low,Mass,Publishing copy,Nairobi,Low,11900,Bills,Internet Banking,545,Motor
182,72,Medium,SME,"Sound technician, broadcasting/film/video",Naivasha,Low,293370,Bills,Internet Banking,8327,Medical
183,31,Medium,SME,Medical laboratory scientific officer,Naivasha,High,182245,Electronics,App,9210,Gadget
184,56,High,Affluent,"Psychologist, forensic",Naivasha,Medium,18909,School Fees,Branch,4087,Education
185,44,High,Affluent,Dramatherapist,Kisumu,Medium,223219,Bills,Branch,8510,Life
186,26,Low,SME,Health and safety inspector,Kisumu,High,148974,School Fees,App,13525,Education
187,32,High,Mass,"Scientist, research (life sciences)",Machakos,Medium,65774,Groceries,Branch,13677,Life
188,32,High,Affluent,Agricultural consultant,Machakos,Medium,136372,School Fees,Branch,5152,Education
189,43,High,SME,Risk manager,Machakos,High,54845,Groceries,USSD,6572,Life
190,59,Low,Affluent,Outdoor activities/education manager,Kisumu,Low,167619,Electronics,Internet Banking,4936,Gadget
191,77,Low,SME,Hospital pharmacist,Nakuru,Medium,197879,Bills,Internet Banking,2955,Medical
192,30,Low,Affluent,Brewing technologist,Mombasa,Low,236746,Bills,App,2926,Travel
193,68,High,Mass,"Teacher, primary school",Kisumu,High,200682,Bills,USSD,5162,Medical
194,49,High,Mass,"Engineer, civil (contracting)",Eldoret,High,237439,Groceries,Branch,10546,Life
195,56,Low,Affluent,Set designer,Kisumu,Low,88886,Electronics,App,11933,Gadget
196,66,High,Affluent,Occupational psychologist,Nakuru,Medium,176694,Bills,Branch,12350,Medical
197,69,High,Affluent,Chartered accountant,Naivasha,Low,17872,Electronics,Branch,7026,Gadget
198,78,Medium,Mass,"Education officer, environmental",Kisumu,Medium,198741,Bills,Internet Banking,5490,Medical
199,49,Low,Affluent,Data processing manager,Nairobi,Low,131408,Travel,Branch,13883,Travel
200,21,Low,Mass,Wellsite geologist,Nairobi,High,81342,Electronics,USSD,2053,Gadget
201,47,High,Affluent,Retail banker,Nakuru,Medium,54726,Groceries,Internet Banking,13944,Life
202,54,High,Affluent,Tourist information centre manager,Nairobi,Medium,168432,Bills,Internet Banking,1272,Life
203,40,Medium,SME,"Conservator, museum/gallery",Thika,Medium,176385,Electronics,Internet Banking,2283,Gadget
204,56,Low,Mass,Microbiologist,Nakuru,High,71650,Travel,USSD,12828,Travel
205,62,Low,Affluent,"Pilot, airline",Eldoret,High,182597,Bills,Internet Banking,723,Medical
206,32,High,Mass,Futures trader,Thika,Medium,193754,Electronics,USSD,13752,Gadget
207,60,Low,SME,Restaurant manager,Mombasa,High,288726,Travel,App,13564,Travel
208,46,High,Mass,Hotel manager,Nairobi,Low,290444,School Fees,Internet Banking,13542,Education
209,53,Medium,Mass,Retail manager,Nyeri,Low,56500,Groceries,Branch,2279,Medical
210,30,High,Mass,"Accountant, chartered management",Mombasa,High,112858,Groceries,USSD,4572,Life
211,49,Medium,Mass,Set designer,Thika,High,295827,Bills,Internet Banking,11024,Motor
212,24,High,Mass,"Conservator, furniture",Nyeri,Medium,180372,Bills,USSD,1742,Life
213,76,Medium,Mass,"Engineer, petroleum",Meru,High,26697,Electronics,Internet Banking,4568,Gadget
214,68,Medium,Mass,Structural engineer,Machakos,Medium,267123,Bills,Branch,13326,Medical
215,39,Low,Affluent,Food technologist,Nyeri,Low,197984,Bills,Internet Banking,9673,Education
216,45,High,Affluent,Operations geologist,Nairobi,Medium,273224,Bills,Internet Banking,3779,Life
217,19,Low,Mass,Pensions consultant,Eldoret,High,237850,Travel,App,5496,Travel
218,59,Low,Mass,"Librarian, academic",Naivasha,Low,60395,Electronics,USSD,2689,Gadget
219,62,High,Affluent,Data scientist,Machakos,Medium,245284,Groceries,USSD,4684,Medical
220,79,Low,SME,Physiotherapist,Naivasha,High,227291,Bills,USSD,11111,Medical
221,74,Low,Affluent,Landscape architect,Nairobi,High,283823,Groceries,USSD,11529,Medical
222,70,Low,SME,Fashion designer,Nakuru,High,58947,School Fees,USSD,4650,Education
223,23,High,Mass,Forensic scientist,Nakuru,Low,154323,Groceries,Branch,1304,Life
224,45,Low,Mass,"Engineer, broadcasting (operations)",Meru,High,172725,Groceries,USSD,11616,Motor
225,45,Low,Affluent,Copy,Thika,Low,56119,School Fees,Branch,14160,Education
226,61,Low,Affluent,Museum/gallery conservator,Thika,High,121459,Travel,App,14684,Travel
227,61,High,Affluent,Higher education lecturer,Eldoret,High,173221,School Fees,Branch,1749,Education
228,37,Medium,Mass,Hydrologist,Eldoret,Low,66616,Bills,App,512,Motor
229,47,Medium,Affluent,"Surveyor, commercial/residential",Meru,Low,145701,School Fees,Internet Banking,13655,Education
230,79,Medium,Affluent,Printmaker,Mombasa,Low,254624,Bills,Branch,2215,Medical
231,28,Medium,SME,Information systems manager,Nyeri,Medium,212817,Electronics,App,4435,Gadget
232,75,Low,Mass,"Scientist, research (maths)",Eldoret,High,23135,Bills,USSD,4799,Medical
233,72,High,Mass,Special effects artist,Nairobi,Low,38701,Groceries,USSD,12273,Medical
234,45,Low,Mass,Ranger/warden,Eldoret,Medium,26235,School Fees,Internet Banking,11394,Education
235,42,High,Affluent,Air traffic controller,Nakuru,Medium,2450,Travel,App,7187,Travel
236,56,Low,Mass,Environmental manager,Nakuru,Low,87453,Electronics,App,3353,Gadget
237,79,Medium,Affluent,"Designer, furniture",Nakuru,High,37006,Electronics,USSD,8889,Gadget
238,50,Medium,SME,Careers information officer,Kisumu,Low,294234,Electronics,Branch,5992,Gadget
239,18,High,Mass,"Editor, magazine features",Thika,Low,220753,Electronics,USSD,9920,Gadget
240,74,Low,SME,Interior and spatial designer,Kisumu,High,21024,Groceries,USSD,4072,Medical
241,44,Medium,SME,Textile designer,Thika,Medium,247616,School Fees,Branch,14901,Education
242,79,High,Mass,Charity officer,Thika,Medium,112746,Travel,Branch,13938,Travel
243,74,Low,Mass,Waste management officer,Nyeri,High,133684,Travel,Internet Banking,9992,Travel
244,69,High,Affluent,Retail merchandiser,Mombasa,High,221706,Travel,Internet Banking,12735,Travel
245,30,Low,SME,Press sub,Meru,High,81008,School Fees,Internet Banking,6973,Education
246,58,Low,SME,"Scientist, biomedical",Nyeri,Medium,186110,School Fees,Branch,12139,Education
247,20,Low,Affluent,Theatre manager,Machakos,High,130874,Travel,USSD,9328,Travel
248,56,High,Mass,Broadcast presenter,Naivasha,Low,27741,Bills,Branch,7206,Medical
249,23,High,SME,Equities trader,Meru,Low,275564,Bills,Branch,8999,Life
250,25,Low,Affluent,Ranger/warden,Machakos,High,119591,Bills,Branch,10343,Motor
251,44,Medium,SME,Database administrator,Meru,Low,161334,Electronics,App,12140,Gadget
252,26,Low,SME,"Teacher, primary school",Machakos,High,30351,Travel,USSD,9152,Travel
253,79,High,Affluent,"Surveyor, rural practice",Kisumu,Medium,235484,Electronics,Branch,5761,Gadget
254,54,Low,SME,Animator,Nyeri,Medium,179941,Travel,Internet Banking,6719,Travel
255,50,High,Affluent,Control and instrumentation engineer,Nairobi,Low,60457,Groceries,Internet Banking,2861,Life
256,68,Low,Affluent,Publishing rights manager,Thika,Medium,27692,Groceries,USSD,13400,Medical
257,59,Low,SME,Make,Kisumu,High,98703,Bills,Internet Banking,10102,Medical
258,61,Medium,SME,Theatre manager,Kisumu,Low,100722,Groceries,Internet Banking,6025,Medical
259,41,Medium,Mass,"Horticulturist, amenity",Thika,High,9480,Electronics,App,7319,Gadget
260,32,High,Mass,Sports administrator,Nyeri,High,62328,Bills,Branch,3385,Life
261,76,Low,SME,Photographer,Meru,High,244782,Groceries,Internet Banking,8825,Medical
262,71,High,Mass,"Civil engineer, consulting",Eldoret,Medium,231495,Travel,Internet Banking,7150,Travel
263,49,Low,Mass,"Conservation officer, nature",Nairobi,High,283819,Groceries,App,10570,Motor
264,49,Low,Affluent,Legal secretary,Nyeri,Medium,70299,Bills,Internet Banking,2039,Medical
265,41,Low,SME,"Journalist, newspaper",Naivasha,High,26687,Groceries,Branch,9974,Motor
266,58,Medium,Mass,Waste management officer,Meru,High,272812,Groceries,App,12112,Medical
267,69,High,Mass,Special effects artist,Nyeri,Medium,38380,Travel,App,8990,Travel
268,66,Low,Mass,Careers information officer,Mombasa,Low,144842,Travel,App,6498,Travel
269,79,Low,SME,"Surveyor, land/geomatics",Meru,Low,292327,Groceries,USSD,14130,Medical
270,66,High,Affluent,"Development worker, community",Eldoret,Medium,203849,Electronics,Internet Banking,12282,Gadget
271,75,High,SME,"Surveyor, building control",Nairobi,Low,59972,Groceries,Internet Banking,10685,Medical
272,69,Low,Affluent,Counselling psychologist,Nakuru,Medium,190012,Electronics,Branch,7212,Gadget
273,29,Medium,Mass,Advertising account planner,Machakos,High,18879,Groceries,App,10972,Motor
274,79,Medium,SME,Audiological scientist,Kisumu,High,184726,Bills,Branch,8354,Medical
275,56,Low,Affluent,Drilling engineer,Eldoret,Medium,56629,Groceries,App,10258,Medical
276,19,Medium,Mass,Applications developer,Mombasa,Low,67482,Electronics,USSD,2209,Gadget
277,20,High,Mass,General practice doctor,Eldoret,Low,123719,Travel,USSD,5571,Travel
278,66,Medium,SME,Publishing rights manager,Meru,Low,284075,Electronics,App,14962,Gadget
279,54,High,Affluent,Armed forces technical officer,Kisumu,High,106929,Groceries,App,5933,Life
280,66,High,Mass,Ceramics designer,Naivasha,Low,65316,Travel,App,6256,Travel
281,73,High,Mass,"Civil engineer, consulting",Thika,High,42093,Groceries,App,4318,Medical
282,34,High,Mass,Accommodation manager,Mombasa,High,98392,School Fees,App,6763,Education
283,76,Medium,Affluent,"Teacher, adult education",Naivasha,High,89898,Groceries,USSD,4845,Medical
284,66,High,Affluent,"Optician, dispensing",Nyeri,High,48330,School Fees,USSD,1292,Education
285,19,Low,Mass,"Presenter, broadcasting",Nakuru,High,270962,Electronics,App,3188,Gadget
286,19,High,Affluent,Science writer,Thika,Medium,139547,Electronics,USSD,14984,Gadget
287,45,Low,Mass,Building services engineer,Naivasha,High,250836,Groceries,Internet Banking,8458,Motor
288,71,High,Mass,Electronics engineer,Meru,High,203352,Travel,USSD,6549,Travel
289,40,High,Affluent,Insurance broker,Naivasha,High,260037,Electronics,Internet Banking,5726,Gadget
290,54,Medium,Affluent,Special educational needs teacher,Kisumu,Medium,194348,School Fees,Branch,5829,Education
291,49,High,SME,Ergonomist,Meru,Low,265046,Travel,App,11588,Travel
292,50,High,SME,"Producer, television/film/video",Thika,Medium,260141,Groceries,Branch,4769,Life
293,18,Medium,Affluent,Best boy,Nakuru,Medium,63519,School Fees,Internet Banking,6336,Education
294,36,Medium,Affluent,Banker,Nyeri,High,34957,Groceries,USSD,5344,Motor
295,79,Low,Affluent,Chief Marketing Officer,Eldoret,Low,61317,Travel,USSD,4540,Travel
296,19,Medium,Affluent,"Librarian, academic",Nyeri,High,38052,Bills,App,8524,Motor
297,70,Low,Mass,IT technical support officer,Nairobi,Medium,115289,Travel,Branch,2315,Travel
