customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type
99,62,High,Mass,Aeronautical engineer,Kisumu,Medium,24701,Bills,Branch,1784,Travel
100,35,Low,SME,Technical sales engineer,Mombasa,Medium,119717,School Fees,USSD,13255,Motor
101,64,High,Mass,Community education officer,Machakos,Low,194799,School Fees,USSD,2444,Medical
102,70,High,Mass,Investment analyst,Mombasa,High,50626,Bills,USSD,2097,Motor
103,41,Medium,Mass,"Editor, magazine features",Machakos,Medium,71657,Groceries,Internet Banking,5118,Education
104,43,High,SME,"Civil engineer, contracting",Nyeri,Medium,74819,School Fees,USSD,13283,Gadget
105,42,Medium,SME,"Designer, textile",Nakuru,Medium,97426,Travel,USSD,7208,Travel
106,62,Medium,SME,Tourist information centre manager,Meru,High,43651,School Fees,Branch,3570,Travel
107,58,High,Mass,"Surveyor, land/geomatics",Nakuru,High,183512,Electronics,USSD,4929,Travel
108,46,Low,SME,"Engineer, energy",Nairobi,Medium,140117,Bills,Branch,7476,Medical
109,32,High,Mass,"Designer, jewellery",Machakos,Low,15843,School Fees,Branch,10460,Gadget
110,62,Medium,SME,Visual merchandiser,Nairobi,High,82905,Travel,USSD,10127,Medical
111,18,High,Mass,Health and safety inspector,Eldoret,Medium,154526,Bills,Branch,4261,Education
112,42,High,Affluent,Meteorologist,Naivasha,High,158770,Bills,App,3219,Medical
113,24,Medium,SME,"Engineer, biomedical",Kisumu,Low,103458,Groceries,USSD,8530,Medical
114,26,High,SME,"Engineer, biomedical",Thika,High,14600,School Fees,Internet Banking,2563,Medical
115,41,High,Mass,"Engineer, land",Nairobi,Low,107063,Travel,Branch,7620,Medical
116,18,Medium,Mass,Veterinary surgeon,Thika,High,127613,Travel,Internet Banking,8833,Travel
117,61,Low,Mass,Government social research officer,Eldoret,Medium,88472,Groceries,App,1306,Medical
118,25,Medium,Affluent,"Nurse, adult",Mombasa,Medium,173546,School Fees,Internet Banking,10452,Medical
119,41,Medium,SME,Building surveyor,Nakuru,Medium,45933,Bills,App,8389,Education
120,28,High,Mass,"Biochemist, clinical",Naivasha,Low,206653,School Fees,Branch,14448,Gadget
121,68,Medium,Affluent,Agricultural engineer,Thika,Low,179116,Groceries,USSD,12110,Life
122,34,High,Affluent,Tax adviser,Nyeri,High,114791,Electronics,App,5333,Motor
123,25,High,Mass,"Buyer, industrial",Thika,Medium,279162,School Fees,USSD,7713,Medical
124,52,High,SME,"Psychologist, occupational",Meru,High,62638,Electronics,App,8130,Travel
125,52,Medium,Mass,Futures trader,Mombasa,Low,98283,Electronics,App,7952,Life
126,50,Medium,Mass,Legal executive,Nairobi,Medium,86830,Electronics,Internet Banking,9048,Travel
127,22,High,Mass,Quarry manager,Mombasa,High,65337,School Fees,App,13808,Education
128,59,Low,Affluent,Politician's assistant,Kisumu,High,237016,School Fees,Internet Banking,10701,Gadget
129,56,Low,Affluent,Operations geologist,Meru,High,40614,Travel,Branch,6574,Motor
130,58,Medium,SME,"Designer, blown glass/stained glass",Nyeri,High,105286,Travel,Internet Banking,13068,Life
131,45,High,Affluent,"Surveyor, commercial/residential",Meru,Low,195094,Bills,Internet Banking,6602,Motor
132,24,High,Mass,"Education officer, community",Eldoret,Low,2793,Electronics,USSD,3983,Motor
133,26,Medium,Affluent,Museum/gallery conservator,Naivasha,High,46345,Travel,App,11931,Life
134,25,Low,SME,Manufacturing systems engineer,Kisumu,Low,200055,Groceries,Branch,8695,Gadget
135,29,Medium,Mass,Mental health nurse,Nyeri,Medium,59983,Travel,Branch,6694,Travel
136,51,Medium,Mass,"Surveyor, mining",Mombasa,Medium,11084,Bills,USSD,9565,Travel
137,50,High,Affluent,"Geologist, engineering",Thika,High,171484,Groceries,App,12715,Motor
138,65,Medium,Affluent,Teaching laboratory technician,Thika,Medium,2800,Bills,Branch,9573,Gadget
139,72,Low,SME,Publishing copy,Eldoret,Medium,19776,Groceries,USSD,697,Travel
140,40,Medium,Mass,Museum/gallery exhibitions officer,Nairobi,High,54913,Groceries,Branch,10856,Gadget
141,41,High,SME,Database administrator,Nyeri,Low,108599,Groceries,Internet Banking,8182,Motor
142,54,Low,Affluent,Forensic scientist,Mombasa,High,127606,Bills,Internet Banking,3531,Motor
143,52,High,Mass,Field trials officer,Naivasha,High,101253,Travel,USSD,11300,Life
144,61,Medium,Affluent,"Conservator, furniture",Nyeri,Low,89611,Travel,App,3670,Medical
145,57,Medium,Mass,"Research officer, political party",Mombasa,Low,122215,Travel,Internet Banking,1090,Education
146,39,Medium,SME,Newspaper journalist,Eldoret,Low,295664,Electronics,App,761,Education
147,44,High,Mass,Social researcher,Nyeri,Medium,299169,Bills,App,736,Education
148,52,Medium,Affluent,Teaching laboratory technician,Nakuru,Low,191643,School Fees,Branch,10472,Motor
149,18,Low,Mass,"Journalist, magazine",Nyeri,Medium,167125,Groceries,USSD,13525,Education
150,52,Low,SME,Educational psychologist,Nairobi,Low,229338,Travel,USSD,3617,Travel
151,54,High,Affluent,Trading standards officer,Eldoret,High,248584,School Fees,USSD,5373,Medical
152,64,High,SME,Academic librarian,Nairobi,Low,1235,Travel,Branch,4058,Travel
153,31,High,Mass,Risk analyst,Kisumu,High,29419,Bills,Internet Banking,2481,Education
154,20,Medium,Mass,Radio producer,Meru,High,298874,School Fees,Branch,5649,Travel
155,18,Low,Mass,Public librarian,Naivasha,Low,88735,School Fees,Internet Banking,12687,Travel
156,22,Low,Mass,"Librarian, public",Mombasa,Medium,202785,School Fees,USSD,2238,Travel
157,43,Low,Affluent,"Engineer, civil (consulting)",Eldoret,Medium,297370,Groceries,USSD,14498,Education
158,72,High,Mass,Veterinary surgeon,Nakuru,Medium,166875,Travel,Internet Banking,2370,Motor
159,31,High,Affluent,"Engineer, biomedical",Naivasha,High,98553,Travel,Internet Banking,9798,Motor
160,56,Medium,Affluent,Naval architect,Nakuru,Medium,177315,Electronics,USSD,10156,Medical
161,44,High,Affluent,Plant breeder/geneticist,Meru,High,184945,Travel,Internet Banking,5104,Travel
162,26,Low,Mass,Cartographer,Kisumu,Low,1433,Groceries,App,6053,Medical
163,32,Medium,Mass,Dietitian,Thika,Medium,46062,School Fees,Internet Banking,4840,Medical
164,32,High,SME,Probation officer,Eldoret,Low,290853,Bills,USSD,11507,Education
165,43,High,Mass,Exercise physiologist,Nyeri,Low,293359,Bills,App,4429,Medical
166,59,Low,Mass,Lawyer,Machakos,High,195110,Electronics,Branch,13957,Life
167,30,Medium,Mass,Jewellery designer,Nairobi,High,26535,Electronics,App,10020,Motor
168,68,High,Affluent,"Scientist, water quality",Nyeri,High,5681,School Fees,Internet Banking,8296,Travel
169,49,High,SME,"Journalist, newspaper",Mombasa,High,61459,Groceries,Branch,9440,Education
170,56,Medium,Mass,Training and development officer,Naivasha,Medium,119613,School Fees,Branch,9418,Gadget
171,66,Medium,SME,"Designer, furniture",Nairobi,High,210879,Groceries,App,10240,Education
172,69,High,Affluent,Building control surveyor,Eldoret,Low,62772,Electronics,USSD,1878,Travel
173,49,High,SME,"Scientist, research (maths)",Machakos,Medium,203035,Groceries,Internet Banking,6226,Gadget
174,21,Low,SME,"Geologist, wellsite",Nyeri,Medium,89813,School Fees,USSD,13146,Motor
175,47,Medium,SME,Television camera operator,Eldoret,Medium,30142,School Fees,App,13319,Education
176,54,High,SME,Tax adviser,Eldoret,Medium,239609,Travel,Branch,13510,Medical
177,40,High,SME,Optometrist,Meru,High,290278,Groceries,Branch,3497,Motor
178,56,High,Affluent,Higher education careers adviser,Eldoret,Medium,164227,Electronics,Internet Banking,5068,Education
179,62,High,Mass,Social researcher,Nairobi,Medium,125936,Bills,Internet Banking,12639,Medical
180,32,Low,SME,Exhibition designer,Kisumu,Medium,281350,Travel,Branch,532,Motor
181,60,Medium,Affluent,Claims inspector/assessor,Eldoret,High,161166,Electronics,USSD,2960,Travel
182,46,High,Affluent,"Engineer, agricultural",Machakos,High,259078,Electronics,App,10696,Medical
183,53,Medium,Mass,Statistician,Nyeri,Medium,20973,Electronics,Branch,8175,Gadget
184,30,Medium,Affluent,Games developer,Mombasa,Medium,210490,Groceries,USSD,8430,Travel
185,49,High,Mass,Psychiatric nurse,Nakuru,Low,283500,Electronics,USSD,11313,Education
186,24,High,SME,Therapeutic radiographer,Nakuru,Medium,136285,Bills,App,1125,Travel
187,68,High,Affluent,Acupuncturist,Kisumu,Low,299758,Bills,USSD,14112,Education
188,39,Low,Affluent,Estate agent,Thika,Low,142947,School Fees,App,1268,Education
189,45,High,Affluent,Hydrographic surveyor,Nyeri,Medium,215835,Travel,Internet Banking,10970,Education
190,19,Medium,SME,Financial adviser,Mombasa,High,283443,Bills,App,14913,Gadget
191,59,Medium,Mass,Barrister,Kisumu,High,72142,Groceries,App,12574,Gadget
192,62,Low,Mass,Multimedia programmer,Mombasa,Medium,171223,Travel,Branch,11186,Education
193,74,High,Affluent,Charity fundraiser,Nyeri,Low,104488,Groceries,App,13936,Life
194,70,High,Affluent,Financial risk analyst,Machakos,High,166501,Bills,App,13979,Education
195,23,Low,SME,Electrical engineer,Mombasa,High,80340,Travel,App,10124,Education
196,45,Low,SME,Quantity surveyor,Eldoret,Low,191945,Bills,USSD,9410,Medical
197,45,High,Mass,Biomedical scientist,Nakuru,High,193567,Electronics,Internet Banking,1312,Medical
198,61,High,Affluent,Make,Nairobi,Low,176871,Travel,Internet Banking,13818,Life
199,61,Medium,Affluent,"Engineer, civil (consulting)",Naivasha,Medium,39984,Bills,App,8891,Education
200,37,High,Affluent,Ambulance person,Thika,Low,9467,Groceries,Branch,4377,Gadget
201,47,High,Affluent,"Civil engineer, contracting",Nyeri,High,130131,Travel,Internet Banking,14976,Gadget
202,28,Medium,SME,Town planner,Nairobi,Medium,53741,Travel,App,4349,Life
203,72,Medium,SME,Media planner,Meru,Medium,260361,Travel,USSD,7733,Education
204,45,Medium,Mass,Computer games developer,Nakuru,High,28176,School Fees,Internet Banking,11269,Gadget
205,42,Medium,Affluent,Information officer,Nairobi,High,281818,Electronics,USSD,9138,Life
206,56,Low,SME,"Producer, television/film/video",Machakos,Low,136089,Travel,App,7873,Life
207,50,Medium,Affluent,Dentist,Nairobi,Low,261665,Bills,App,14488,Gadget
208,18,Low,Mass,"Engineer, site",Mombasa,Medium,86465,Groceries,USSD,1050,Education
209,74,Medium,Affluent,Paediatric nurse,Eldoret,Medium,234940,Bills,App,3589,Travel
210,44,Medium,SME,Insurance risk surveyor,Nairobi,High,196566,School Fees,Internet Banking,13062,Motor
211,74,Medium,SME,"Education officer, environmental",Nairobi,Low,6418,Travel,App,6643,Life
212,69,High,Mass,Office manager,Thika,Medium,186568,Electronics,Internet Banking,6110,Medical
213,30,Low,Mass,"Conservator, furniture",Nairobi,High,64133,Groceries,Internet Banking,6464,Motor
214,58,Medium,Affluent,Sub,Eldoret,Low,161432,School Fees,USSD,10647,Travel
215,20,High,Affluent,Legal secretary,Nyeri,Medium,19340,Travel,USSD,8695,Gadget
216,56,Low,SME,Technical brewer,Eldoret,High,223337,Electronics,Internet Banking,7779,Motor
217,23,Low,SME,Housing manager/officer,Mombasa,High,99276,Groceries,Internet Banking,11546,Life
218,25,High,SME,Amenity horticulturist,Kisumu,Medium,122769,Groceries,Branch,3923,Life
219,44,Low,Mass,"Psychotherapist, child",Kisumu,Medium,155489,Groceries,Branch,3492,Medical
220,26,High,Mass,Television production assistant,Kisumu,Low,226696,Groceries,App,10096,Gadget
221,54,Medium,Mass,"Presenter, broadcasting",Kisumu,Medium,288677,Electronics,Internet Banking,7179,Motor
222,50,High,Affluent,Oncologist,Nakuru,Medium,123202,Travel,USSD,2273,Education
223,68,Low,Mass,Retail banker,Nyeri,Medium,46940,Travel,Internet Banking,4581,Gadget
224,59,Low,Affluent,Photographer,Nairobi,Low,17711,Electronics,Internet Banking,13892,Medical
225,61,Medium,Affluent,"Buyer, industrial",Nakuru,High,145244,Groceries,App,11629,Medical
226,41,High,Affluent,"Designer, fashion/clothing",Nakuru,Medium,234212,Bills,USSD,5324,Medical
227,32,Medium,Mass,Broadcast presenter,Machakos,Low,15034,Groceries,App,3089,Life
228,71,High,SME,Theatre manager,Nakuru,Low,199516,Travel,Internet Banking,11752,Motor
229,49,High,Mass,Haematologist,Eldoret,High,97402,Electronics,USSD,10100,Education
230,49,High,Mass,Sales executive,Nakuru,Low,84442,Groceries,Branch,10933,Life
231,41,Medium,Mass,Mechanical engineer,Eldoret,High,162074,Electronics,Branch,13391,Gadget
232,58,Medium,Affluent,Dietitian,Kisumu,Medium,132053,Groceries,Internet Banking,3712,Education
233,69,Low,SME,Rural practice surveyor,Kisumu,High,44095,Bills,Branch,4423,Motor
234,66,Medium,Mass,Economist,Machakos,Low,125541,Electronics,Branch,4434,Motor
235,66,High,Mass,Hospital doctor,Nairobi,High,48116,Bills,Internet Banking,3710,Gadget
236,69,High,Affluent,Human resources officer,Kisumu,Medium,276166,Electronics,USSD,3741,Life
237,29,High,Mass,"Engineer, automotive",Mombasa,High,54290,Groceries,Internet Banking,6810,Motor
238,56,Medium,Mass,Freight forwarder,Nyeri,High,250478,Electronics,Internet Banking,10186,Gadget
239,19,Low,Affluent,Air cabin crew,Thika,High,165848,Bills,App,3288,Life
240,20,Medium,Mass,"Designer, interior/spatial",Machakos,Medium,171109,Travel,Internet Banking,8385,Motor
241,66,Low,SME,Dance movement psychotherapist,Thika,Low,233562,Bills,App,12445,Gadget
242,54,Medium,Affluent,Proofreader,Nakuru,Low,164368,Groceries,Internet Banking,5441,Travel
243,66,High,SME,"Geologist, engineering",Kisumu,Medium,50862,Travel,USSD,3233,Life
244,73,Low,Mass,Network engineer,Nakuru,Low,46879,Travel,Branch,14404,Medical
245,34,Medium,Affluent,Facilities manager,Machakos,High,27758,Bills,USSD,4509,Gadget
246,66,High,Affluent,Product designer,Meru,High,106809,Travel,Branch,1449,Gadget
247,19,Low,Mass,"Accountant, chartered management",Machakos,Low,278248,Groceries,App,7977,Motor
248,19,Low,SME,Management consultant,Meru,High,50300,Electronics,Branch,11594,Life
249,45,High,Mass,Textile designer,Machakos,Medium,45996,Bills,USSD,8210,Education
250,71,High,Affluent,"Copywriter, advertising",Eldoret,High,255759,Groceries,Branch,12526,Life
251,40,Medium,Affluent,"Nurse, adult",Eldoret,Medium,271578,Groceries,USSD,4426,Medical
252,54,Medium,Affluent,Training and development officer,Nairobi,High,148635,Electronics,USSD,3281,Education
253,49,High,Mass,Ecologist,Machakos,Low,272116,Bills,Branch,504,Education
254,50,Medium,Mass,"Therapist, nutritional",Mombasa,Low,165746,Electronics,Internet Banking,13178,Motor
255,18,High,Mass,Accommodation manager,Thika,High,81571,Electronics,USSD,4544,Medical
256,36,High,SME,Consulting civil engineer,Thika,Medium,238080,Bills,USSD,11982,Travel
257,19,Medium,SME,Pension scheme manager,Nyeri,Medium,95898,School Fees,App,12861,Travel
258,70,Medium,SME,"Surveyor, mining",Nakuru,Medium,205579,Travel,App,14900,Gadget
259,61,Low,Affluent,Oncologist,Meru,Medium,198920,School Fees,Branch,5393,Travel
260,43,Low,SME,Radiation protection practitioner,Kisumu,Medium,109993,Bills,Internet Banking,2929,Education
261,49,Medium,Affluent,Commercial horticulturist,Machakos,Medium,69165,School Fees,Internet Banking,11210,Life
262,23,Medium,SME,Amenity horticulturist,Mombasa,Medium,152272,Bills,USSD,1236,Gadget
263,49,Medium,SME,"Therapist, sports",Eldoret,Low,146125,School Fees,USSD,13352,Motor
264,72,Low,Affluent,Multimedia programmer,Thika,Low,75263,School Fees,App,5827,Travel
265,21,Medium,Mass,Film/video editor,Mombasa,Low,70562,Groceries,Internet Banking,5049,Gadget
266,72,Low,SME,Actor,Naivasha,Low,130328,Travel,App,11334,Education
267,28,Low,Affluent,Hotel manager,Eldoret,High,148420,Electronics,App,10085,Motor
268,73,Low,Mass,Charity fundraiser,Nyeri,Medium,150306,Groceries,Branch,10799,Medical
269,34,Low,Mass,Banker,Nakuru,Low,240275,Bills,USSD,9547,Motor
270,55,High,Mass,"Engineer, automotive",Nakuru,Medium,186768,Bills,Internet Banking,1283,Travel
271,41,Medium,Affluent,Child psychotherapist,Mombasa,Medium,29799,Electronics,USSD,2167,Medical
272,22,Medium,SME,"Programmer, systems",Meru,Medium,13759,Groceries,Branch,7849,Life
273,69,High,SME,"Scientist, research (physical sciences)",Nairobi,Medium,32607,Groceries,App,11614,Life
274,51,Medium,SME,Corporate investment banker,Nairobi,High,22415,Travel,Internet Banking,4478,Education
275,23,Low,Mass,"Programmer, multimedia",Nakuru,Medium,177784,Groceries,App,10043,Motor
276,39,High,SME,Clinical embryologist,Kisumu,Low,229416,Groceries,App,13756,Life
277,28,Low,Affluent,"Therapist, horticultural",Meru,Low,90838,Bills,App,1013,Education
278,65,High,SME,Cartographer,Naivasha,High,291951,Travel,Internet Banking,11740,Life
279,33,Low,SME,"Designer, jewellery",Mombasa,High,11561,Travel,Branch,2684,Life
280,50,Medium,SME,"Producer, television/film/video",Nakuru,Medium,167230,Groceries,App,8888,Gadget
281,26,Medium,SME,Equities trader,Eldoret,High,263943,Groceries,Branch,2947,Life
282,23,Medium,Affluent,Banker,Nyeri,High,42660,Electronics,App,7764,Life
283,33,High,SME,Health service manager,Nakuru,Low,231977,Groceries,App,14189,Gadget
284,46,Medium,Mass,Community development worker,Nakuru,High,6331,School Fees,App,9934,Gadget
285,20,High,SME,Personnel officer,Nakuru,Low,92746,Bills,App,3688,Motor
286,37,Low,Mass,Bonds trader,Machakos,Low,98398,School Fees,USSD,8915,Gadget
287,53,Medium,Mass,Dispensing optician,Naivasha,Low,235533,Travel,App,5396,Medical
288,36,Low,Mass,Communications engineer,Nakuru,Medium,57459,Bills,App,11853,Travel
289,43,Medium,Affluent,"Administrator, education",Nairobi,Low,162848,School Fees,USSD,10147,Gadget
290,20,Low,Mass,"Engineer, communications",Thika,High,204779,Groceries,App,5388,Life
291,36,High,Mass,Freight forwarder,Eldoret,High,175669,School Fees,Internet Banking,13458,Medical
292,37,Medium,SME,Retail buyer,Eldoret,Low,214545,School Fees,USSD,2363,Education
293,49,High,Affluent,Hospital pharmacist,Thika,Low,148365,Groceries,Internet Banking,1641,Education
294,24,High,Affluent,Cabin crew,Machakos,Low,265687,Bills,USSD,6902,Motor
295,69,Low,Affluent,Comptroller,Thika,Low,50461,Electronics,USSD,2068,Education
296,58,Medium,Mass,Accounting technician,Thika,Low,51639,Groceries,App,14298,Gadget
297,50,High,Mass,"Administrator, education",Naivasha,High,114780,Groceries,Branch,1097,Gadget
