customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type
57,68,Low,SME,Clinical cytogeneticist,Mombasa,High,46682,Electronics,USSD,3955,Gadget
58,24,Low,Mass,Operations geologist,Nairobi,High,3304,Groceries,App,6026,Medical
59,38,Low,Mass,"Producer, radio",Eldoret,High,247271,Travel,Internet Banking,1471,Travel
60,26,Low,Mass,"Engineer, control and instrumentation",Mombasa,Low,227095,School Fees,USSD,9471,Education
61,56,Low,SME,"Therapist, art",Meru,High,227119,Bills,USSD,6666,Medical
62,35,Low,SME,"Journalist, newspaper",Kisumu,Low,149609,Bills,USSD,12608,Life
63,21,High,Mass,Surgeon,Mombasa,Medium,153921,Travel,Branch,2803,Travel
64,42,Low,SME,Animator,Naivasha,High,3918,School Fees,USSD,5382,Motor
65,77,Low,SME,Building control surveyor,Thika,Medium,123401,Groceries,Branch,2364,Life
66,31,High,SME,"Doctor, general practice",Machakos,Low,100181,Groceries,Internet Banking,5527,Life
67,67,High,Mass,Diagnostic radiographer,Meru,Low,160406,Groceries,App,14833,Medical
68,75,Medium,Affluent,Tree surgeon,Kisumu,Low,13419,Travel,Internet Banking,2658,Life
69,26,High,Affluent,Landscape architect,Machakos,Medium,171497,Travel,Internet Banking,3120,Travel
70,43,High,Affluent,"Buyer, retail",Nakuru,Medium,244916,Groceries,USSD,10095,Life
71,70,Low,Mass,Agricultural consultant,Mombasa,Medium,13519,Bills,App,6833,Medical
72,19,Medium,SME,"Nurse, adult",Nakuru,High,30917,Travel,Internet Banking,4569,Travel
73,37,Low,Affluent,Arts development officer,Nakuru,Low,31158,Bills,Branch,4400,Gadget
74,45,Medium,Affluent,"Producer, radio",Machakos,Medium,73470,School Fees,USSD,1541,Education
75,64,Low,Mass,"Surveyor, commercial/residential",Nyeri,High,270901,Groceries,Internet Banking,11204,Medical
76,77,High,SME,"Psychologist, sport and exercise",Machakos,Medium,136232,Groceries,App,7470,Education
77,24,High,SME,Telecommunications researcher,Naivasha,Low,121053,Travel,App,8996,Travel
78,61,Medium,Mass,Fisheries officer,Nakuru,High,14185,Travel,Branch,3123,Travel
79,78,Low,Affluent,Police officer,Mombasa,High,241975,Travel,App,2274,Travel
80,25,Low,SME,Contractor,Nairobi,High,82365,Groceries,USSD,10074,Motor
81,64,High,SME,Chief Strategy Officer,Mombasa,High,125652,School Fees,USSD,4711,Education
82,52,High,Affluent,Purchasing manager,Mombasa,High,255530,Bills,App,4359,Life
83,31,Medium,Mass,Marketing executive,Kisumu,High,54027,Bills,Internet Banking,10476,Education
84,34,High,Affluent,"Biochemist, clinical",Nyeri,Low,235879,Travel,Internet Banking,8433,Travel
85,53,Medium,SME,Environmental consultant,Eldoret,Low,27681,Groceries,Internet Banking,14538,Life
86,67,Medium,Mass,Chief of Staff,Nairobi,High,20499,Groceries,Branch,2137,Medical
87,57,Medium,Affluent,Intelligence analyst,Eldoret,Low,119537,School Fees,App,4793,Education
88,21,Medium,Affluent,Production manager,Naivasha,Low,44133,Groceries,Internet Banking,13083,Medical
89,19,High,Mass,"Therapist, nutritional",Nairobi,Medium,58018,Electronics,Internet Banking,13193,Medical
90,79,Medium,SME,Fast food restaurant manager,Nakuru,Medium,16101,Groceries,Internet Banking,9060,Medical
91,23,High,Mass,"Psychologist, prison and probation services",Mombasa,Medium,147647,Electronics,App,11669,Gadget
92,71,Medium,Mass,Academic librarian,Machakos,High,129017,Electronics,Internet Banking,14756,Gadget
93,59,High,SME,Marketing executive,Mombasa,Medium,192225,Bills,Branch,10674,Medical
94,21,Medium,Affluent,Building control surveyor,Nairobi,Low,271606,Travel,Branch,8180,Travel
95,71,High,Mass,"Geneticist, molecular",Mombasa,Medium,111656,Electronics,App,2596,Gadget
96,46,Low,Mass,Administrator,Nyeri,High,121,Groceries,App,6910,Education
97,35,Medium,Affluent,Armed forces logistics/support/administrative officer,Nakuru,High,27702,School Fees,Internet Banking,2096,Education
98,43,Medium,SME,"Surveyor, building control",Eldoret,Low,282342,Groceries,Branch,12133,Education
99,61,Low,Affluent,"Scientist, research (maths)",Mombasa,Low,215580,Bills,USSD,2446,Medical
100,51,Low,Affluent,Chartered legal executive (England and Wales),Nakuru,Medium,230705,Bills,USSD,8914,Motor
101,27,Medium,Mass,"Scientist, product/process development",Naivasha,Medium,108152,School Fees,Internet Banking,14201,Education
102,79,High,Mass,Air broker,Eldoret,Medium,13258,Bills,Branch,5676,Medical
103,53,Medium,SME,Careers adviser,Machakos,High,228444,Electronics,USSD,7314,Gadget
104,31,High,Mass,Psychiatric nurse,Nyeri,Medium,145276,Travel,Internet Banking,4049,Travel
105,48,Low,Affluent,"Engineer, manufacturing",Meru,Medium,147374,Electronics,Branch,10737,Travel
106,65,High,Affluent,Financial adviser,Nairobi,Low,241934,School Fees,Internet Banking,5360,Education
107,32,Medium,SME,Chemical engineer,Nairobi,High,71317,Travel,App,690,Travel
108,25,Low,Mass,Medical sales representative,Kisumu,High,117670,Travel,Internet Banking,2245,Travel
109,31,Low,Mass,Equality and diversity officer,Machakos,Low,74625,Groceries,Branch,9587,Travel
110,40,Medium,SME,"Engineer, aeronautical",Nairobi,High,24938,School Fees,Internet Banking,4707,Education
111,77,Medium,SME,Accommodation manager,Nyeri,Low,217777,Bills,App,4799,Medical
112,74,Low,Mass,"Surveyor, building",Mombasa,Low,254920,School Fees,Branch,2865,Education
113,79,High,SME,Financial trader,Nairobi,Low,182166,School Fees,Internet Banking,14314,Life
114,57,High,Affluent,Stage manager,Nairobi,Medium,165555,Groceries,App,3705,Medical
115,38,High,SME,Dance movement psychotherapist,Meru,Medium,87084,School Fees,USSD,8294,Education
116,33,Medium,Affluent,Media buyer,Nyeri,High,248217,Electronics,App,6710,Gadget
117,62,Low,Affluent,Trade union research officer,Nairobi,Low,32531,Electronics,Internet Banking,12864,Life
118,35,High,Affluent,Architect,Nakuru,Medium,271810,School Fees,Branch,13421,Education
119,64,Low,Mass,"Editor, commissioning",Naivasha,High,262908,Groceries,App,4593,Medical
120,70,High,Affluent,Jewellery designer,Eldoret,High,235906,School Fees,USSD,1109,Education
121,41,Low,SME,"Teacher, English as a foreign language",Nyeri,Low,191001,School Fees,App,12224,Education
122,43,Medium,Affluent,"Engineer, production",Eldoret,Low,111951,Electronics,Internet Banking,1659,Gadget
123,42,Medium,Mass,Chiropractor,Naivasha,High,69563,Groceries,App,8609,Motor
124,77,Medium,Mass,Child psychotherapist,Thika,High,138231,Travel,Branch,9314,Travel
125,77,High,Mass,Geophysicist/field seismologist,Thika,High,69625,Travel,Branch,7080,Travel
126,77,Medium,Mass,Catering manager,Machakos,Medium,46526,Groceries,Branch,2704,Medical
127,62,Medium,SME,"Lighting technician, broadcasting/film/video",Nyeri,Medium,247770,Groceries,USSD,9932,Medical
128,58,Medium,Mass,Armed forces operational officer,Meru,High,86486,Travel,Branch,1023,Travel
129,46,Low,SME,Farm manager,Mombasa,High,192223,School Fees,Branch,9608,Gadget
130,32,Low,Mass,Naval architect,Nyeri,High,73119,Electronics,Internet Banking,8764,Gadget
131,62,Low,Mass,Arts development officer,Nakuru,Medium,41440,Electronics,Internet Banking,2607,Gadget
132,18,Low,SME,Legal executive,Nyeri,Low,119169,Travel,Internet Banking,14148,Travel
133,42,Low,Affluent,Lexicographer,Meru,Low,19399,Bills,App,1617,Motor
134,24,Low,SME,Surgeon,Nyeri,High,15174,Bills,USSD,5200,Motor
135,26,Low,Affluent,Administrator,Nairobi,Medium,251580,School Fees,App,9220,Education
136,41,Medium,SME,Geophysical data processor,Nyeri,Medium,174438,Travel,Internet Banking,7665,Travel
137,18,Medium,Affluent,Planning and development surveyor,Machakos,High,22391,Travel,Branch,1083,Travel
138,61,High,Mass,Nutritional therapist,Nairobi,High,14204,Bills,Branch,9980,Medical
139,25,Medium,Affluent,Emergency planning/management officer,Nakuru,High,67976,School Fees,Branch,11501,Education
140,41,Low,Affluent,Insurance broker,Meru,Medium,101246,Bills,App,9556,Motor
141,28,Low,Mass,Chief Executive Officer,Nakuru,Low,79868,Bills,USSD,5870,Medical
142,68,High,Mass,"Therapist, music",Eldoret,Medium,62595,Bills,App,5689,Medical
143,34,Medium,Affluent,Firefighter,Meru,Medium,151204,Electronics,Internet Banking,10857,Travel
144,25,Medium,Affluent,Recruitment consultant,Machakos,Medium,243324,Travel,App,13045,Travel
145,52,High,SME,Licensed conveyancer,Nairobi,Low,155381,School Fees,Branch,12637,Life
146,52,Low,Mass,Minerals surveyor,Kisumu,Low,199115,School Fees,Branch,7693,Education
147,50,Low,Mass,Museum/gallery exhibitions officer,Nakuru,Low,185648,Travel,App,9112,Medical
148,76,Low,Mass,Nutritional therapist,Kisumu,High,165605,Electronics,USSD,1834,Gadget
149,22,Low,SME,Meteorologist,Meru,Low,127869,Travel,Internet Banking,1033,Travel
150,59,High,SME,Physiological scientist,Thika,High,288671,School Fees,Internet Banking,2299,Education
151,56,Medium,Affluent,"Copywriter, advertising",Kisumu,High,173208,School Fees,App,14286,Gadget
152,75,Low,SME,"Producer, radio",Machakos,Low,85142,Electronics,Branch,8147,Gadget
153,58,Medium,SME,"Surveyor, mining",Meru,High,107173,Travel,USSD,4667,Travel
154,45,Medium,SME,"Runner, broadcasting/film/video",Nyeri,Medium,112469,Electronics,Internet Banking,14415,Gadget
155,24,Low,Mass,Mental health nurse,Nakuru,High,200094,Bills,Internet Banking,8930,Motor
156,26,Low,Affluent,Sports coach,Eldoret,Medium,183571,Travel,App,2215,Travel
157,25,Low,SME,Ergonomist,Kisumu,High,5760,Groceries,Internet Banking,2104,Education
158,29,Medium,SME,"Surveyor, hydrographic",Eldoret,High,161651,Electronics,Branch,4181,Gadget
159,51,High,SME,"Engineer, technical sales",Mombasa,Low,94201,Groceries,Branch,14894,Life
160,50,Low,Mass,Audiological scientist,Mombasa,Medium,253296,Electronics,Branch,14747,Gadget
161,65,Medium,Affluent,Writer,Eldoret,Medium,51780,School Fees,Branch,4813,Education
162,72,Medium,Affluent,Records manager,Naivasha,Low,213092,Groceries,App,13584,Medical
163,40,Low,SME,"Lecturer, higher education",Nairobi,Medium,212760,School Fees,App,7846,Education
164,79,High,Affluent,"Scientist, marine",Kisumu,Medium,47098,School Fees,Internet Banking,3596,Education
165,41,Low,Mass,Museum education officer,Nairobi,Medium,83748,School Fees,App,3883,Education
166,54,Low,SME,"Education officer, community",Machakos,Medium,169988,School Fees,Internet Banking,14935,Education
167,52,High,Affluent,IT consultant,Mombasa,Low,93839,Travel,USSD,10594,Travel
168,61,Low,SME,Firefighter,Thika,Low,32507,Travel,USSD,759,Medical
169,57,Low,Mass,Fashion designer,Thika,High,193347,Bills,USSD,1855,Medical
170,39,High,SME,Adult guidance worker,Meru,Low,232532,School Fees,Branch,13253,Medical
171,44,Medium,Mass,"Scientist, research (maths)",Thika,High,62646,Bills,USSD,11410,Motor
172,52,Medium,SME,"Loss adjuster, chartered",Nyeri,Medium,171255,Bills,USSD,5092,Travel
173,18,Medium,SME,Comptroller,Thika,Low,12825,Groceries,Branch,7684,Life
174,52,Medium,Affluent,Senior tax professional/tax inspector,Nairobi,High,164386,Electronics,USSD,11717,Gadget
175,54,Medium,Affluent,"Horticulturist, commercial",Naivasha,High,116608,School Fees,USSD,9073,Education
176,64,Low,Mass,Community arts worker,Thika,Medium,222341,Travel,Branch,6325,Travel
177,31,High,Mass,Nutritional therapist,Machakos,High,153986,Groceries,USSD,9630,Life
178,20,Medium,Mass,"Teacher, secondary school",Nairobi,Medium,10675,Travel,Branch,2663,Travel
179,18,High,Affluent,Broadcast presenter,Machakos,Low,273329,Bills,Internet Banking,9215,Life
180,22,Medium,SME,Adult nurse,Machakos,Medium,120854,Electronics,App,7300,Medical
181,43,Low,Mass,Higher education careers adviser,Nairobi,Low,11900,Bills,Internet Banking,545,Medical
182,72,Medium,SME,Sports therapist,Naivasha,Low,293370,Bills,Internet Banking,8327,Travel
183,31,Medium,SME,Best boy,Naivasha,High,182245,Electronics,App,9210,Motor
184,56,High,Affluent,Planning and development surveyor,Naivasha,Medium,18909,School Fees,Branch,4087,Education
185,44,High,Affluent,Airline pilot,Kisumu,Medium,223219,Bills,Branch,8510,Life
186,26,Low,SME,Electronics engineer,Kisumu,High,148974,School Fees,App,13525,Education
187,32,High,Mass,Dance movement psychotherapist,Machakos,Medium,65774,Groceries,Branch,13677,Life
188,32,High,Affluent,"Lecturer, higher education",Machakos,Medium,136372,School Fees,Branch,5152,Education
189,43,High,SME,"Engineer, maintenance (IT)",Machakos,High,54845,Groceries,USSD,6572,Life
190,59,Low,Affluent,Private music teacher,Kisumu,Low,167619,Electronics,Internet Banking,4936,Gadget
191,77,Low,SME,Further education lecturer,Nakuru,Medium,197879,Bills,Internet Banking,2955,Medical
192,30,Low,Affluent,Lawyer,Mombasa,Low,236746,Bills,App,2926,Education
193,68,High,Mass,Medical physicist,Kisumu,High,200682,Bills,USSD,5162,Medical
194,49,High,Mass,Public house manager,Eldoret,High,237439,Groceries,Branch,10546,Life
195,56,Low,Affluent,"Geologist, wellsite",Kisumu,Low,88886,Electronics,App,11933,Gadget
196,66,High,Affluent,Historic buildings inspector/conservation officer,Nakuru,Medium,176694,Bills,Branch,12350,Medical
197,69,High,Affluent,Health and safety inspector,Naivasha,Low,17872,Electronics,Branch,7026,Education
198,78,Medium,Mass,Research scientist (physical sciences),Kisumu,Medium,198741,Bills,Internet Banking,5490,Medical
199,49,Low,Affluent,Tour manager,Nairobi,Low,131408,Travel,Branch,13883,Travel
200,21,Low,Mass,Corporate investment banker,Nairobi,High,81342,Electronics,USSD,2053,Education
201,47,High,Affluent,"Engineer, materials",Nakuru,Medium,54726,Groceries,Internet Banking,13944,Gadget
202,54,High,Affluent,Insurance broker,Nairobi,Medium,168432,Bills,Internet Banking,1272,Life
203,40,Medium,SME,Restaurant manager,Thika,Medium,176385,Electronics,Internet Banking,2283,Gadget
204,56,Low,Mass,Analytical chemist,Nakuru,High,71650,Travel,USSD,12828,Travel
205,62,Low,Affluent,Field seismologist,Eldoret,High,182597,Bills,Internet Banking,723,Travel
206,32,High,Mass,Newspaper journalist,Thika,Medium,193754,Electronics,USSD,13752,Gadget
207,60,Low,SME,"Engineer, structural",Mombasa,High,288726,Travel,App,13564,Travel
208,46,High,Mass,Theme park manager,Nairobi,Low,290444,School Fees,Internet Banking,13542,Education
209,53,Medium,Mass,Site engineer,Nyeri,Low,56500,Groceries,Branch,2279,Medical
210,30,High,Mass,"Nurse, mental health",Mombasa,High,112858,Groceries,USSD,4572,Life
211,49,Medium,Mass,Retail banker,Thika,High,295827,Bills,Internet Banking,11024,Gadget
212,24,High,Mass,Special effects artist,Nyeri,Medium,180372,Bills,USSD,1742,Life
213,76,Medium,Mass,Chief Operating Officer,Meru,High,26697,Electronics,Internet Banking,4568,Gadget
214,68,Medium,Mass,Plant breeder/geneticist,Machakos,Medium,267123,Bills,Branch,13326,Medical
215,39,Low,Affluent,Retail manager,Nyeri,Low,197984,Bills,Internet Banking,9673,Medical
216,45,High,Affluent,Armed forces logistics/support/administrative officer,Nairobi,Medium,273224,Bills,Internet Banking,3779,Life
217,19,Low,Mass,"Engineer, maintenance",Eldoret,High,237850,Travel,App,5496,Travel
218,59,Low,Mass,"Scientist, audiological",Naivasha,Low,60395,Electronics,USSD,2689,Education
219,62,High,Affluent,"Designer, exhibition/display",Machakos,Medium,245284,Groceries,USSD,4684,Medical
220,79,Low,SME,Management consultant,Naivasha,High,227291,Bills,USSD,11111,Medical
221,74,Low,Affluent,"Presenter, broadcasting",Nairobi,High,283823,Groceries,USSD,11529,Medical
222,70,Low,SME,Podiatrist,Nakuru,High,58947,School Fees,USSD,4650,Education
223,23,High,Mass,Immunologist,Nakuru,Low,154323,Groceries,Branch,1304,Travel
224,45,Low,Mass,Chief Technology Officer,Meru,High,172725,Groceries,USSD,11616,Motor
225,45,Low,Affluent,Haematologist,Thika,Low,56119,School Fees,Branch,14160,Education
226,61,Low,Affluent,Naval architect,Thika,High,121459,Travel,App,14684,Travel
227,61,High,Affluent,"Scientist, research (medical)",Eldoret,High,173221,School Fees,Branch,1749,Education
228,37,Medium,Mass,Commercial art gallery manager,Eldoret,Low,66616,Bills,App,512,Education
229,47,Medium,Affluent,Amenity horticulturist,Meru,Low,145701,School Fees,Internet Banking,13655,Education
230,79,Medium,Affluent,Interior and spatial designer,Mombasa,Low,254624,Bills,Branch,2215,Motor
231,28,Medium,SME,Public house manager,Nyeri,Medium,212817,Electronics,App,4435,Life
232,75,Low,Mass,Regulatory affairs officer,Eldoret,High,23135,Bills,USSD,4799,Medical
233,72,High,Mass,Diplomatic Services operational officer,Nairobi,Low,38701,Groceries,USSD,12273,Medical
234,45,Low,Mass,"Designer, television/film set",Eldoret,Medium,26235,School Fees,Internet Banking,11394,Medical
235,42,High,Affluent,Clinical research associate,Nakuru,Medium,2450,Travel,App,7187,Travel
236,56,Low,Mass,Naval architect,Nakuru,Low,87453,Electronics,App,3353,Gadget
237,79,Medium,Affluent,Scientific laboratory technician,Nakuru,High,37006,Electronics,USSD,8889,Gadget
238,50,Medium,SME,Pathologist,Kisumu,Low,294234,Electronics,Branch,5992,Life
239,18,High,Mass,"Scientist, marine",Thika,Low,220753,Electronics,USSD,9920,Gadget
240,74,Low,SME,"Education officer, community",Kisumu,High,21024,Groceries,USSD,4072,Medical
241,44,Medium,SME,Field seismologist,Thika,Medium,247616,School Fees,Branch,14901,Travel
242,79,High,Mass,"Psychologist, counselling",Thika,Medium,112746,Travel,Branch,13938,Travel
243,74,Low,Mass,Building control surveyor,Nyeri,High,133684,Travel,Internet Banking,9992,Travel
244,69,High,Affluent,Bonds trader,Mombasa,High,221706,Travel,Internet Banking,12735,Travel
245,30,Low,SME,Music therapist,Meru,High,81008,School Fees,Internet Banking,6973,Education
246,58,Low,SME,"Engineer, broadcasting (operations)",Nyeri,Medium,186110,School Fees,Branch,12139,Education
247,20,Low,Affluent,"Therapist, nutritional",Machakos,High,130874,Travel,USSD,9328,Life
248,56,High,Mass,Make,Naivasha,Low,27741,Bills,Branch,7206,Medical
249,23,High,SME,Meteorologist,Meru,Low,275564,Bills,Branch,8999,Life
250,25,Low,Affluent,"Conservator, furniture",Machakos,High,119591,Bills,Branch,10343,Motor
251,44,Medium,SME,Environmental manager,Meru,Low,161334,Electronics,App,12140,Gadget
252,26,Low,SME,"Therapist, drama",Machakos,High,30351,Travel,USSD,9152,Travel
253,79,High,Affluent,Research scientist (medical),Kisumu,Medium,235484,Electronics,Branch,5761,Gadget
254,54,Low,SME,Advice worker,Nyeri,Medium,179941,Travel,Internet Banking,6719,Travel
255,50,High,Affluent,"Engineer, communications",Nairobi,Low,60457,Groceries,Internet Banking,2861,Life
256,68,Low,Affluent,"Pharmacist, community",Thika,Medium,27692,Groceries,USSD,13400,Medical
257,59,Low,SME,Rural practice surveyor,Kisumu,High,98703,Bills,Internet Banking,10102,Medical
258,61,Medium,SME,Armed forces operational officer,Kisumu,Low,100722,Groceries,Internet Banking,6025,Travel
259,41,Medium,Mass,Retail merchandiser,Thika,High,9480,Electronics,App,7319,Gadget
260,32,High,Mass,Animator,Nyeri,High,62328,Bills,Branch,3385,Life
261,76,Low,SME,Corporate treasurer,Meru,High,244782,Groceries,Internet Banking,8825,Medical
262,71,High,Mass,Television camera operator,Eldoret,Medium,231495,Travel,Internet Banking,7150,Travel
263,49,Low,Mass,Equality and diversity officer,Nairobi,High,283819,Groceries,App,10570,Motor
264,49,Low,Affluent,Brewing technologist,Nyeri,Medium,70299,Bills,Internet Banking,2039,Travel
265,41,Low,SME,Brewing technologist,Naivasha,High,26687,Groceries,Branch,9974,Motor
266,58,Medium,Mass,Control and instrumentation engineer,Meru,High,272812,Groceries,App,12112,Motor
267,69,High,Mass,Associate Professor,Nyeri,Medium,38380,Travel,App,8990,Travel
268,66,Low,Mass,Environmental consultant,Mombasa,Low,144842,Travel,App,6498,Travel
269,79,Low,SME,Chief Marketing Officer,Meru,Low,292327,Groceries,USSD,14130,Medical
270,66,High,Affluent,"Engineer, maintenance",Eldoret,Medium,203849,Electronics,Internet Banking,12282,Gadget
271,75,High,SME,"Development worker, community",Nairobi,Low,59972,Groceries,Internet Banking,10685,Medical
272,69,Low,Affluent,"Psychotherapist, child",Nakuru,Medium,190012,Electronics,Branch,7212,Medical
273,29,Medium,Mass,"Psychotherapist, child",Machakos,High,18879,Groceries,App,10972,Motor
274,79,Medium,SME,TEFL teacher,Kisumu,High,184726,Bills,Branch,8354,Travel
275,56,Low,Affluent,Analytical chemist,Eldoret,Medium,56629,Groceries,App,10258,Life
276,19,Medium,Mass,Operational researcher,Mombasa,Low,67482,Electronics,USSD,2209,Gadget
277,20,High,Mass,"Production assistant, radio",Eldoret,Low,123719,Travel,USSD,5571,Travel
278,66,Medium,SME,Multimedia specialist,Meru,Low,284075,Electronics,App,14962,Gadget
279,54,High,Affluent,Chartered accountant,Kisumu,High,106929,Groceries,App,5933,Life
280,66,High,Mass,Advertising copywriter,Naivasha,Low,65316,Travel,App,6256,Travel
281,73,High,Mass,Mechanical engineer,Thika,High,42093,Groceries,App,4318,Medical
282,34,High,Mass,Toxicologist,Mombasa,High,98392,School Fees,App,6763,Education
283,76,Medium,Affluent,"Runner, broadcasting/film/video",Naivasha,High,89898,Groceries,USSD,4845,Medical
284,66,High,Affluent,Writer,Nyeri,High,48330,School Fees,USSD,1292,Travel
285,19,Low,Mass,Agricultural consultant,Nakuru,High,270962,Electronics,App,3188,Gadget
286,19,High,Affluent,Structural engineer,Thika,Medium,139547,Electronics,USSD,14984,Gadget
287,45,Low,Mass,Medical physicist,Naivasha,High,250836,Groceries,Internet Banking,8458,Motor
288,71,High,Mass,Cytogeneticist,Meru,High,203352,Travel,USSD,6549,Travel
289,40,High,Affluent,Health promotion specialist,Naivasha,High,260037,Electronics,Internet Banking,5726,Gadget
290,54,Medium,Affluent,Banker,Kisumu,Medium,194348,School Fees,Branch,5829,Education
291,49,High,SME,Environmental manager,Meru,Low,265046,Travel,App,11588,Travel
292,50,High,SME,Advertising account planner,Thika,Medium,260141,Groceries,Branch,4769,Life
293,18,Medium,Affluent,Secondary school teacher,Nakuru,Medium,63519,School Fees,Internet Banking,6336,Life
294,36,Medium,Affluent,Museum/gallery curator,Nyeri,High,34957,Groceries,USSD,5344,Motor
295,79,Low,Affluent,Hydrologist,Eldoret,Low,61317,Travel,USSD,4540,Travel
296,19,Medium,Affluent,Telecommunications researcher,Nyeri,High,38052,Bills,App,8524,Motor
